[2024-10-12T11:36:12.792+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:36:27.972+0800] GC(138) Basic information (value update), threshold: 113297525B (84.41), target occupancy: 134217728B, current occupancy: 108279360B, recent allocation size: 101136B, recent allocation duration: 152.85ms, recent old gen allocation rate: 661661.96B/s, recent marking phase length: 214.49ms
[2024-10-12T11:36:27.972+0800] GC(138) Adaptive IHOP information (value update), threshold: 113297525B (99.31), internal target occupancy: 114085068B, occupancy: 108279360B, additional buffer size: 0B, predicted old gen allocation rate: 2041096.45B/s, predicted marking phase length: 385.84ms, prediction active: true
[2024-10-12T11:36:28.604+0800] GC(144) Basic information (value update), threshold: 107030879B (79.74), target occupancy: 134217728B, current occupancy: 105943040B, recent allocation size: 2103344B, recent allocation duration: 103.46ms, recent old gen allocation rate: 20330594.47B/s, recent marking phase length: 214.49ms
[2024-10-12T11:36:28.604+0800] GC(144) Adaptive IHOP information (value update), threshold: 107030879B (93.82), internal target occupancy: 114085068B, occupancy: 105943040B, additional buffer size: 6291456B, predicted old gen allocation rate: 1976796.52B/s, predicted marking phase length: 385.84ms, prediction active: true
[2024-10-12T11:36:28.707+0800] GC(145) Basic information (value update), threshold: 107054795B (79.76), target occupancy: 134217728B, current occupancy: 110137344B, recent allocation size: 6192B, recent allocation duration: 102.33ms, recent old gen allocation rate: 60512.31B/s, recent marking phase length: 214.49ms
[2024-10-12T11:36:28.707+0800] GC(145) Adaptive IHOP information (value update), threshold: 107054795B (93.84), internal target occupancy: 114085068B, occupancy: 110137344B, additional buffer size: 6291456B, predicted old gen allocation rate: 1914811.29B/s, predicted marking phase length: 385.84ms, prediction active: true
[2024-10-12T11:36:28.811+0800] GC(146) Basic information (value update), threshold: 107077870B (79.78), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 6192B, recent allocation duration: 102.93ms, recent old gen allocation rate: 60159.07B/s, recent marking phase length: 214.49ms
[2024-10-12T11:36:28.811+0800] GC(146) Adaptive IHOP information (value update), threshold: 107077870B (93.86), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 1855007.70B/s, predicted marking phase length: 385.84ms, prediction active: true
[2024-10-12T11:36:28.966+0800] GC(148) Basic information (value update), threshold: 113391919B (84.48), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 6192B, recent allocation duration: 152.30ms, recent old gen allocation rate: 40657.38B/s, recent marking phase length: 214.49ms
[2024-10-12T11:36:28.966+0800] GC(148) Adaptive IHOP information (value update), threshold: 113391919B (99.39), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 0B, predicted old gen allocation rate: 1796452.49B/s, predicted marking phase length: 385.84ms, prediction active: true
[2024-10-12T11:36:29.030+0800] GC(149) Basic information (value update), threshold: 113401910B (84.49), target occupancy: 134217728B, current occupancy: 109207600B, recent allocation size: 80496B, recent allocation duration: 152.30ms, recent old gen allocation rate: 528545.91B/s, recent marking phase length: 214.76ms
[2024-10-12T11:36:29.030+0800] GC(149) Adaptive IHOP information (value update), threshold: 113401910B (99.40), internal target occupancy: 114085068B, occupancy: 109207600B, additional buffer size: 0B, predicted old gen allocation rate: 1796452.49B/s, predicted marking phase length: 380.28ms, prediction active: true
[2024-10-12T11:36:29.558+0800] GC(154) Basic information (value update), threshold: 107131599B (79.82), target occupancy: 134217728B, current occupancy: 106408960B, recent allocation size: 6192B, recent allocation duration: 102.53ms, recent old gen allocation rate: 60394.34B/s, recent marking phase length: 214.76ms
[2024-10-12T11:36:29.558+0800] GC(154) Adaptive IHOP information (value update), threshold: 107131599B (93.91), internal target occupancy: 114085068B, occupancy: 106408960B, additional buffer size: 6291456B, predicted old gen allocation rate: 1740848.73B/s, predicted marking phase length: 380.28ms, prediction active: true
[2024-10-12T11:36:29.662+0800] GC(155) Basic information (value update), threshold: 107152008B (79.83), target occupancy: 134217728B, current occupancy: 110368256B, recent allocation size: 6192B, recent allocation duration: 103.18ms, recent old gen allocation rate: 60011.61B/s, recent marking phase length: 214.76ms
[2024-10-12T11:36:29.662+0800] GC(155) Adaptive IHOP information (value update), threshold: 107152008B (93.92), internal target occupancy: 114085068B, occupancy: 110368256B, additional buffer size: 6291456B, predicted old gen allocation rate: 1687182.55B/s, predicted marking phase length: 380.28ms, prediction active: true
[2024-10-12T11:36:29.766+0800] GC(156) Basic information (value update), threshold: 107172037B (79.85), target occupancy: 134217728B, current occupancy: 114562560B, recent allocation size: 4128B, recent allocation duration: 102.46ms, recent old gen allocation rate: 40289.14B/s, recent marking phase length: 214.76ms
[2024-10-12T11:36:29.766+0800] GC(156) Adaptive IHOP information (value update), threshold: 107172037B (93.94), internal target occupancy: 114085068B, occupancy: 114562560B, additional buffer size: 6291456B, predicted old gen allocation rate: 1634513.47B/s, predicted marking phase length: 380.28ms, prediction active: true
[2024-10-12T11:36:29.922+0800] GC(158) Basic information (value update), threshold: 113483047B (84.55), target occupancy: 134217728B, current occupancy: 118989824B, recent allocation size: 4128B, recent allocation duration: 153.42ms, recent old gen allocation rate: 26907.33B/s, recent marking phase length: 214.76ms
[2024-10-12T11:36:29.922+0800] GC(158) Adaptive IHOP information (value update), threshold: 113483047B (99.47), internal target occupancy: 114085068B, occupancy: 118989824B, additional buffer size: 0B, predicted old gen allocation rate: 1583094.03B/s, predicted marking phase length: 380.28ms, prediction active: true
[2024-10-12T11:36:29.986+0800] GC(159) Basic information (value update), threshold: 113491667B (84.56), target occupancy: 134217728B, current occupancy: 109694000B, recent allocation size: 103200B, recent allocation duration: 153.42ms, recent old gen allocation rate: 672683.20B/s, recent marking phase length: 215.19ms
[2024-10-12T11:36:29.986+0800] GC(159) Adaptive IHOP information (value update), threshold: 113491667B (99.48), internal target occupancy: 114085068B, occupancy: 109694000B, additional buffer size: 0B, predicted old gen allocation rate: 1583094.03B/s, predicted marking phase length: 374.84ms, prediction active: true
[2024-10-12T11:36:30.514+0800] GC(164) Basic information (value update), threshold: 107218586B (79.88), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 4128B, recent allocation duration: 102.89ms, recent old gen allocation rate: 40122.30B/s, recent marking phase length: 215.19ms
[2024-10-12T11:36:30.514+0800] GC(164) Adaptive IHOP information (value update), threshold: 107218586B (93.98), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 1534073.90B/s, predicted marking phase length: 374.84ms, prediction active: true
[2024-10-12T11:36:30.617+0800] GC(165) Basic information (value update), threshold: 107235974B (79.90), target occupancy: 134217728B, current occupancy: 110834688B, recent allocation size: 6192B, recent allocation duration: 102.39ms, recent old gen allocation rate: 60472.04B/s, recent marking phase length: 215.19ms
[2024-10-12T11:36:30.617+0800] GC(165) Adaptive IHOP information (value update), threshold: 107235974B (94.00), internal target occupancy: 114085068B, occupancy: 110834688B, additional buffer size: 6291456B, predicted old gen allocation rate: 1487685.56B/s, predicted marking phase length: 374.84ms, prediction active: true
[2024-10-12T11:36:30.701+0800] GC(166) Basic information (value update), threshold: 107252505B (79.91), target occupancy: 134217728B, current occupancy: 113865728B, recent allocation size: 6192B, recent allocation duration: 82.13ms, recent old gen allocation rate: 75389.35B/s, recent marking phase length: 215.19ms
[2024-10-12T11:36:30.701+0800] GC(166) Adaptive IHOP information (value update), threshold: 107252505B (94.01), internal target occupancy: 114085068B, occupancy: 113865728B, additional buffer size: 6291456B, predicted old gen allocation rate: 1443582.20B/s, predicted marking phase length: 374.84ms, prediction active: true
[2024-10-12T11:36:30.877+0800] GC(168) Basic information (value update), threshold: 113560804B (84.61), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 2101280B, recent allocation duration: 173.19ms, recent old gen allocation rate: 12132975.23B/s, recent marking phase length: 215.19ms
[2024-10-12T11:36:30.877+0800] GC(168) Adaptive IHOP information (value update), threshold: 113560804B (99.54), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 0B, predicted old gen allocation rate: 1398648.50B/s, predicted marking phase length: 374.84ms, prediction active: true
[2024-10-12T11:36:30.940+0800] GC(169) Basic information (value update), threshold: 113567513B (84.61), target occupancy: 134217728B, current occupancy: 109212208B, recent allocation size: 61920B, recent allocation duration: 173.19ms, recent old gen allocation rate: 357531.52B/s, recent marking phase length: 234.92ms
[2024-10-12T11:36:30.940+0800] GC(169) Adaptive IHOP information (value update), threshold: 113567513B (99.55), internal target occupancy: 114085068B, occupancy: 109212208B, additional buffer size: 0B, predicted old gen allocation rate: 1398648.50B/s, predicted marking phase length: 370.04ms, prediction active: true
[2024-10-12T11:36:31.468+0800] GC(174) Basic information (value update), threshold: 107291497B (79.94), target occupancy: 134217728B, current occupancy: 105242112B, recent allocation size: 6192B, recent allocation duration: 103.15ms, recent old gen allocation rate: 60027.32B/s, recent marking phase length: 234.92ms
[2024-10-12T11:36:31.468+0800] GC(174) Adaptive IHOP information (value update), threshold: 107291497B (94.05), internal target occupancy: 114085068B, occupancy: 105242112B, additional buffer size: 6291456B, predicted old gen allocation rate: 1356924.68B/s, predicted marking phase length: 370.04ms, prediction active: true
[2024-10-12T11:36:31.571+0800] GC(175) Basic information (value update), threshold: 107306400B (79.95), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.43ms, recent old gen allocation rate: 60451.05B/s, recent marking phase length: 234.92ms
[2024-10-12T11:36:31.572+0800] GC(175) Adaptive IHOP information (value update), threshold: 107306400B (94.06), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 1316649.89B/s, predicted marking phase length: 370.04ms, prediction active: true
[2024-10-12T11:36:31.676+0800] GC(176) Basic information (value update), threshold: 107320799B (79.96), target occupancy: 134217728B, current occupancy: 112931840B, recent allocation size: 6192B, recent allocation duration: 102.92ms, recent old gen allocation rate: 60163.35B/s, recent marking phase length: 234.92ms
[2024-10-12T11:36:31.676+0800] GC(176) Adaptive IHOP information (value update), threshold: 107320799B (94.07), internal target occupancy: 114085068B, occupancy: 112931840B, additional buffer size: 6291456B, predicted old gen allocation rate: 1277737.13B/s, predicted marking phase length: 370.04ms, prediction active: true
[2024-10-12T11:36:31.831+0800] GC(178) Basic information (value update), threshold: 113626495B (84.66), target occupancy: 134217728B, current occupancy: 117128192B, recent allocation size: 6192B, recent allocation duration: 152.10ms, recent old gen allocation rate: 40711.24B/s, recent marking phase length: 234.92ms
[2024-10-12T11:36:31.831+0800] GC(178) Adaptive IHOP information (value update), threshold: 113626495B (99.60), internal target occupancy: 114085068B, occupancy: 117128192B, additional buffer size: 0B, predicted old gen allocation rate: 1239255.44B/s, predicted marking phase length: 370.04ms, prediction active: true
[2024-10-12T11:36:31.936+0800] GC(179) Basic information (value update), threshold: 113631454B (84.66), target occupancy: 134217728B, current occupancy: 115261440B, recent allocation size: 2142560B, recent allocation duration: 152.10ms, recent old gen allocation rate: 14086931.02B/s, recent marking phase length: 255.12ms
[2024-10-12T11:36:31.936+0800] GC(179) Adaptive IHOP information (value update), threshold: 113631454B (99.60), internal target occupancy: 114085068B, occupancy: 115261440B, additional buffer size: 0B, predicted old gen allocation rate: 1239255.44B/s, predicted marking phase length: 366.04ms, prediction active: true
[2024-10-12T11:36:32.394+0800] GC(184) Basic information (value update), threshold: 107354282B (79.99), target occupancy: 134217728B, current occupancy: 83994968B, recent allocation size: 0B, recent allocation duration: 562.43ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 255.12ms
[2024-10-12T11:36:32.394+0800] GC(184) Adaptive IHOP information (value update), threshold: 107354282B (94.10), internal target occupancy: 114085068B, occupancy: 83994968B, additional buffer size: 6291456B, predicted old gen allocation rate: 1200231.69B/s, predicted marking phase length: 366.04ms, prediction active: true
[2024-10-12T11:36:32.498+0800] GC(185) Basic information (value update), threshold: 107367398B (79.99), target occupancy: 134217728B, current occupancy: 88191320B, recent allocation size: 4128B, recent allocation duration: 102.56ms, recent old gen allocation rate: 40248.34B/s, recent marking phase length: 255.12ms
[2024-10-12T11:36:32.498+0800] GC(185) Adaptive IHOP information (value update), threshold: 107367398B (94.11), internal target occupancy: 114085068B, occupancy: 88191320B, additional buffer size: 6291456B, predicted old gen allocation rate: 1164400.43B/s, predicted marking phase length: 366.04ms, prediction active: true
[2024-10-12T11:36:32.602+0800] GC(186) Basic information (value update), threshold: 107379731B (80.00), target occupancy: 134217728B, current occupancy: 92150616B, recent allocation size: 6192B, recent allocation duration: 102.96ms, recent old gen allocation rate: 60139.06B/s, recent marking phase length: 255.12ms
[2024-10-12T11:36:32.602+0800] GC(186) Adaptive IHOP information (value update), threshold: 107379731B (94.12), internal target occupancy: 114085068B, occupancy: 92150616B, additional buffer size: 6291456B, predicted old gen allocation rate: 1130706.22B/s, predicted marking phase length: 366.04ms, prediction active: true
[2024-10-12T11:36:32.705+0800] GC(187) Basic information (value update), threshold: 107391987B (80.01), target occupancy: 134217728B, current occupancy: 96111960B, recent allocation size: 4128B, recent allocation duration: 102.33ms, recent old gen allocation rate: 40341.03B/s, recent marking phase length: 255.12ms
[2024-10-12T11:36:32.705+0800] GC(187) Adaptive IHOP information (value update), threshold: 107391987B (94.13), internal target occupancy: 114085068B, occupancy: 96111960B, additional buffer size: 6291456B, predicted old gen allocation rate: 1097222.72B/s, predicted marking phase length: 366.04ms, prediction active: true
[2024-10-12T11:36:32.810+0800] GC(188) Basic information (value update), threshold: 107403493B (80.02), target occupancy: 134217728B, current occupancy: 100306264B, recent allocation size: 6192B, recent allocation duration: 102.94ms, recent old gen allocation rate: 60151.60B/s, recent marking phase length: 255.12ms
[2024-10-12T11:36:32.810+0800] GC(188) Adaptive IHOP information (value update), threshold: 107403493B (94.14), internal target occupancy: 114085068B, occupancy: 100306264B, additional buffer size: 6291456B, predicted old gen allocation rate: 1065789.56B/s, predicted marking phase length: 366.04ms, prediction active: true
[2024-10-12T11:36:32.964+0800] GC(190) Basic information (value update), threshold: 113706403B (84.72), target occupancy: 134217728B, current occupancy: 104267608B, recent allocation size: 6192B, recent allocation duration: 151.90ms, recent old gen allocation rate: 40764.24B/s, recent marking phase length: 255.12ms
[2024-10-12T11:36:32.964+0800] GC(190) Adaptive IHOP information (value update), threshold: 113706403B (99.67), internal target occupancy: 114085068B, occupancy: 104267608B, additional buffer size: 0B, predicted old gen allocation rate: 1034498.97B/s, predicted marking phase length: 366.04ms, prediction active: true
[2024-10-12T11:36:33.029+0800] GC(191) Basic information (value update), threshold: 113711670B (84.72), target occupancy: 134217728B, current occupancy: 99295312B, recent allocation size: 2163200B, recent allocation duration: 151.90ms, recent old gen allocation rate: 14241150.22B/s, recent marking phase length: 214.54ms
[2024-10-12T11:36:33.029+0800] GC(191) Adaptive IHOP information (value update), threshold: 113711670B (99.67), internal target occupancy: 114085068B, occupancy: 99295312B, additional buffer size: 0B, predicted old gen allocation rate: 1034498.97B/s, predicted marking phase length: 360.95ms, prediction active: true
[2024-10-12T11:36:33.555+0800] GC(196) Basic information (value update), threshold: 107430798B (80.04), target occupancy: 134217728B, current occupancy: 106426392B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60448.07B/s, recent marking phase length: 214.54ms
[2024-10-12T11:36:33.556+0800] GC(196) Adaptive IHOP information (value update), threshold: 107430798B (94.17), internal target occupancy: 114085068B, occupancy: 106426392B, additional buffer size: 6291456B, predicted old gen allocation rate: 1005175.72B/s, predicted marking phase length: 360.95ms, prediction active: true
[2024-10-12T11:36:33.659+0800] GC(197) Basic information (value update), threshold: 107441037B (80.05), target occupancy: 134217728B, current occupancy: 110387736B, recent allocation size: 6192B, recent allocation duration: 102.86ms, recent old gen allocation rate: 60199.45B/s, recent marking phase length: 214.54ms
[2024-10-12T11:36:33.659+0800] GC(197) Adaptive IHOP information (value update), threshold: 107441037B (94.18), internal target occupancy: 114085068B, occupancy: 110387736B, additional buffer size: 6291456B, predicted old gen allocation rate: 976808.42B/s, predicted marking phase length: 360.95ms, prediction active: true
[2024-10-12T11:36:33.763+0800] GC(198) Basic information (value update), threshold: 107450934B (80.06), target occupancy: 134217728B, current occupancy: 114815000B, recent allocation size: 6192B, recent allocation duration: 102.35ms, recent old gen allocation rate: 60499.76B/s, recent marking phase length: 214.54ms
[2024-10-12T11:36:33.763+0800] GC(198) Adaptive IHOP information (value update), threshold: 107450934B (94.18), internal target occupancy: 114085068B, occupancy: 114815000B, additional buffer size: 6291456B, predicted old gen allocation rate: 949388.23B/s, predicted marking phase length: 360.95ms, prediction active: true
[2024-10-12T11:36:33.918+0800] GC(200) Basic information (value update), threshold: 113752528B (84.75), target occupancy: 134217728B, current occupancy: 118076952B, recent allocation size: 4128B, recent allocation duration: 152.60ms, recent old gen allocation rate: 27051.68B/s, recent marking phase length: 214.54ms
[2024-10-12T11:36:33.918+0800] GC(200) Adaptive IHOP information (value update), threshold: 113752528B (99.71), internal target occupancy: 114085068B, occupancy: 118076952B, additional buffer size: 0B, predicted old gen allocation rate: 921302.09B/s, predicted marking phase length: 360.95ms, prediction active: true
[2024-10-12T11:36:33.982+0800] GC(201) Basic information (value update), threshold: 113757100B (84.76), target occupancy: 134217728B, current occupancy: 108067752B, recent allocation size: 37152B, recent allocation duration: 152.60ms, recent old gen allocation rate: 243465.16B/s, recent marking phase length: 214.35ms
[2024-10-12T11:36:33.982+0800] GC(201) Adaptive IHOP information (value update), threshold: 113757100B (99.71), internal target occupancy: 114085068B, occupancy: 108067752B, additional buffer size: 0B, predicted old gen allocation rate: 921302.09B/s, predicted marking phase length: 355.98ms, prediction active: true
[2024-10-12T11:36:34.509+0800] GC(206) Basic information (value update), threshold: 107474756B (80.07), target occupancy: 134217728B, current occupancy: 105951560B, recent allocation size: 6192B, recent allocation duration: 102.88ms, recent old gen allocation rate: 60184.32B/s, recent marking phase length: 214.35ms
[2024-10-12T11:36:34.509+0800] GC(206) Adaptive IHOP information (value update), threshold: 107474756B (94.21), internal target occupancy: 114085068B, occupancy: 105951560B, additional buffer size: 6291456B, predicted old gen allocation rate: 895707.68B/s, predicted marking phase length: 355.98ms, prediction active: true
[2024-10-12T11:36:34.613+0800] GC(207) Basic information (value update), threshold: 107483567B (80.08), target occupancy: 134217728B, current occupancy: 110614344B, recent allocation size: 6192B, recent allocation duration: 102.50ms, recent old gen allocation rate: 60407.10B/s, recent marking phase length: 214.35ms
[2024-10-12T11:36:34.613+0800] GC(207) Adaptive IHOP information (value update), threshold: 107483567B (94.21), internal target occupancy: 114085068B, occupancy: 110614344B, additional buffer size: 6291456B, predicted old gen allocation rate: 870955.74B/s, predicted marking phase length: 355.98ms, prediction active: true
[2024-10-12T11:36:34.717+0800] GC(208) Basic information (value update), threshold: 107492433B (80.09), target occupancy: 134217728B, current occupancy: 113874248B, recent allocation size: 4128B, recent allocation duration: 102.85ms, recent old gen allocation rate: 40136.36B/s, recent marking phase length: 214.35ms
[2024-10-12T11:36:34.717+0800] GC(208) Adaptive IHOP information (value update), threshold: 107492433B (94.22), internal target occupancy: 114085068B, occupancy: 113874248B, additional buffer size: 6291456B, predicted old gen allocation rate: 846050.27B/s, predicted marking phase length: 355.98ms, prediction active: true
[2024-10-12T11:36:34.872+0800] GC(210) Basic information (value update), threshold: 113792681B (84.78), target occupancy: 134217728B, current occupancy: 118068552B, recent allocation size: 4128B, recent allocation duration: 152.12ms, recent old gen allocation rate: 27136.54B/s, recent marking phase length: 214.35ms
[2024-10-12T11:36:34.872+0800] GC(210) Adaptive IHOP information (value update), threshold: 113792681B (99.74), internal target occupancy: 114085068B, occupancy: 118068552B, additional buffer size: 0B, predicted old gen allocation rate: 821353.05B/s, predicted marking phase length: 355.98ms, prediction active: true
[2024-10-12T11:36:34.935+0800] GC(211) Basic information (value update), threshold: 113796661B (84.79), target occupancy: 134217728B, current occupancy: 110374464B, recent allocation size: 43344B, recent allocation duration: 152.12ms, recent old gen allocation rate: 284933.62B/s, recent marking phase length: 213.60ms
[2024-10-12T11:36:34.935+0800] GC(211) Adaptive IHOP information (value update), threshold: 113796661B (99.75), internal target occupancy: 114085068B, occupancy: 110374464B, additional buffer size: 0B, predicted old gen allocation rate: 821353.05B/s, predicted marking phase length: 351.14ms, prediction active: true
[2024-10-12T11:36:35.463+0800] GC(216) Basic information (value update), threshold: 107513043B (80.10), target occupancy: 134217728B, current occupancy: 105708032B, recent allocation size: 6192B, recent allocation duration: 102.88ms, recent old gen allocation rate: 60186.56B/s, recent marking phase length: 213.60ms
[2024-10-12T11:36:35.463+0800] GC(216) Adaptive IHOP information (value update), threshold: 107513043B (94.24), internal target occupancy: 114085068B, occupancy: 105708032B, additional buffer size: 6291456B, predicted old gen allocation rate: 799031.41B/s, predicted marking phase length: 351.14ms, prediction active: true
[2024-10-12T11:36:35.566+0800] GC(217) Basic information (value update), threshold: 107520626B (80.11), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.43ms, recent old gen allocation rate: 60451.17B/s, recent marking phase length: 213.60ms
[2024-10-12T11:36:35.566+0800] GC(217) Adaptive IHOP information (value update), threshold: 107520626B (94.25), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 777436.01B/s, predicted marking phase length: 351.14ms, prediction active: true
[2024-10-12T11:36:35.670+0800] GC(218) Basic information (value update), threshold: 107527972B (80.11), target occupancy: 134217728B, current occupancy: 113863680B, recent allocation size: 6192B, recent allocation duration: 102.86ms, recent old gen allocation rate: 60199.61B/s, recent marking phase length: 213.60ms
[2024-10-12T11:36:35.670+0800] GC(218) Adaptive IHOP information (value update), threshold: 107527972B (94.25), internal target occupancy: 114085068B, occupancy: 113863680B, additional buffer size: 6291456B, predicted old gen allocation rate: 756516.48B/s, predicted marking phase length: 351.14ms, prediction active: true
[2024-10-12T11:36:35.825+0800] GC(220) Basic information (value update), threshold: 113826865B (84.81), target occupancy: 134217728B, current occupancy: 115727872B, recent allocation size: 6192B, recent allocation duration: 152.02ms, recent old gen allocation rate: 40731.03B/s, recent marking phase length: 213.60ms
[2024-10-12T11:36:35.825+0800] GC(220) Adaptive IHOP information (value update), threshold: 113826865B (99.77), internal target occupancy: 114085068B, occupancy: 115727872B, additional buffer size: 0B, predicted old gen allocation rate: 735336.95B/s, predicted marking phase length: 351.14ms, prediction active: true
[2024-10-12T11:36:35.930+0800] GC(221) Basic information (value update), threshold: 113829307B (84.81), target occupancy: 134217728B, current occupancy: 115261440B, recent allocation size: 2128112B, recent allocation duration: 152.02ms, recent old gen allocation rate: 13998739.90B/s, recent marking phase length: 254.98ms
[2024-10-12T11:36:35.930+0800] GC(221) Adaptive IHOP information (value update), threshold: 113829307B (99.78), internal target occupancy: 114085068B, occupancy: 115261440B, additional buffer size: 0B, predicted old gen allocation rate: 735336.95B/s, predicted marking phase length: 347.82ms, prediction active: true
[2024-10-12T11:36:36.415+0800] GC(226) Basic information (value update), threshold: 107544986B (80.13), target occupancy: 134217728B, current occupancy: 111766528B, recent allocation size: 4128B, recent allocation duration: 102.45ms, recent old gen allocation rate: 40292.72B/s, recent marking phase length: 254.98ms
[2024-10-12T11:36:36.415+0800] GC(226) Adaptive IHOP information (value update), threshold: 107544986B (94.27), internal target occupancy: 114085068B, occupancy: 111766528B, additional buffer size: 6291456B, predicted old gen allocation rate: 714821.37B/s, predicted marking phase length: 347.82ms, prediction active: true
[2024-10-12T11:36:36.519+0800] GC(227) Basic information (value update), threshold: 107551563B (80.13), target occupancy: 134217728B, current occupancy: 115727872B, recent allocation size: 6192B, recent allocation duration: 102.89ms, recent old gen allocation rate: 60182.22B/s, recent marking phase length: 254.98ms
[2024-10-12T11:36:36.519+0800] GC(227) Adaptive IHOP information (value update), threshold: 107551563B (94.27), internal target occupancy: 114085068B, occupancy: 115727872B, additional buffer size: 6291456B, predicted old gen allocation rate: 695914.11B/s, predicted marking phase length: 347.82ms, prediction active: true
[2024-10-12T11:36:36.623+0800] GC(228) Basic information (value update), threshold: 107557929B (80.14), target occupancy: 134217728B, current occupancy: 119924224B, recent allocation size: 6192B, recent allocation duration: 102.47ms, recent old gen allocation rate: 60429.51B/s, recent marking phase length: 254.98ms
[2024-10-12T11:36:36.623+0800] GC(228) Adaptive IHOP information (value update), threshold: 107557929B (94.28), internal target occupancy: 114085068B, occupancy: 119924224B, additional buffer size: 6291456B, predicted old gen allocation rate: 677611.41B/s, predicted marking phase length: 347.82ms, prediction active: true
[2024-10-12T11:36:36.778+0800] GC(230) Basic information (value update), threshold: 113856104B (84.83), target occupancy: 134217728B, current occupancy: 122019328B, recent allocation size: 4128B, recent allocation duration: 152.59ms, recent old gen allocation rate: 27053.14B/s, recent marking phase length: 254.98ms
[2024-10-12T11:36:36.778+0800] GC(230) Adaptive IHOP information (value update), threshold: 113856104B (99.80), internal target occupancy: 114085068B, occupancy: 122019328B, additional buffer size: 0B, predicted old gen allocation rate: 658292.82B/s, predicted marking phase length: 347.82ms, prediction active: true
[2024-10-12T11:36:36.841+0800] GC(231) Basic information (value update), threshold: 113859117B (84.83), target occupancy: 134217728B, current occupancy: 119228992B, recent allocation size: 6192B, recent allocation duration: 152.59ms, recent old gen allocation rate: 40579.71B/s, recent marking phase length: 214.30ms
[2024-10-12T11:36:36.841+0800] GC(231) Adaptive IHOP information (value update), threshold: 113859117B (99.80), internal target occupancy: 114085068B, occupancy: 119228992B, additional buffer size: 0B, predicted old gen allocation rate: 658292.82B/s, predicted marking phase length: 343.24ms, prediction active: true
[2024-10-12T11:36:37.176+0800] GC(236) Basic information (value update), threshold: 107574512B (80.15), target occupancy: 134217728B, current occupancy: 82122352B, recent allocation size: 0B, recent allocation duration: 396.41ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 214.30ms
[2024-10-12T11:36:37.176+0800] GC(236) Adaptive IHOP information (value update), threshold: 107574512B (94.29), internal target occupancy: 114085068B, occupancy: 82122352B, additional buffer size: 6291456B, predicted old gen allocation rate: 638331.82B/s, predicted marking phase length: 343.24ms, prediction active: true
[2024-10-12T11:36:37.279+0800] GC(237) Basic information (value update), threshold: 107580156B (80.15), target occupancy: 134217728B, current occupancy: 85617776B, recent allocation size: 6192B, recent allocation duration: 102.95ms, recent old gen allocation rate: 60146.32B/s, recent marking phase length: 214.30ms
[2024-10-12T11:36:37.279+0800] GC(237) Adaptive IHOP information (value update), threshold: 107580156B (94.30), internal target occupancy: 114085068B, occupancy: 85617776B, additional buffer size: 6291456B, predicted old gen allocation rate: 621887.62B/s, predicted marking phase length: 343.24ms, prediction active: true
[2024-10-12T11:36:37.383+0800] GC(238) Basic information (value update), threshold: 107585954B (80.16), target occupancy: 134217728B, current occupancy: 89578608B, recent allocation size: 4128B, recent allocation duration: 102.38ms, recent old gen allocation rate: 40322.25B/s, recent marking phase length: 214.30ms
[2024-10-12T11:36:37.383+0800] GC(238) Adaptive IHOP information (value update), threshold: 107585954B (94.30), internal target occupancy: 114085068B, occupancy: 89578608B, additional buffer size: 6291456B, predicted old gen allocation rate: 604997.58B/s, predicted marking phase length: 343.24ms, prediction active: true
[2024-10-12T11:36:37.487+0800] GC(239) Basic information (value update), threshold: 106629491B (79.45), target occupancy: 134217728B, current occupancy: 95637104B, recent allocation size: 2103344B, recent allocation duration: 103.34ms, recent old gen allocation rate: 20353333.76B/s, recent marking phase length: 214.30ms
[2024-10-12T11:36:37.487+0800] GC(239) Adaptive IHOP information (value update), threshold: 106629491B (93.46), internal target occupancy: 114085068B, occupancy: 95637104B, additional buffer size: 6291456B, predicted old gen allocation rate: 3391575.11B/s, predicted marking phase length: 343.24ms, prediction active: true
