[2024-10-12T11:36:12.792+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:36:46.653+0800] GC(339) Adaptive IHOP information (value update), threshold: 107367235B (94.11), internal target occupancy: 114085068B, occupancy: 109436416B, additional buffer size: 6291456B, predicted old gen allocation rate: 1367544.18B/s, predicted marking phase length: 311.78ms, prediction active: true
[2024-10-12T11:36:46.756+0800] GC(340) Basic information (value update), threshold: 107379435B (80.00), target occupancy: 134217728B, current occupancy: 113630720B, recent allocation size: 6192B, recent allocation duration: 102.78ms, recent old gen allocation rate: 60244.35B/s, recent marking phase length: 214.05ms
[2024-10-12T11:36:46.757+0800] GC(340) Adaptive IHOP information (value update), threshold: 107379435B (94.12), internal target occupancy: 114085068B, occupancy: 113630720B, additional buffer size: 6291456B, predicted old gen allocation rate: 1328416.41B/s, predicted marking phase length: 311.78ms, prediction active: true
[2024-10-12T11:36:46.860+0800] GC(341) Basic information (value update), threshold: 107391526B (80.01), target occupancy: 134217728B, current occupancy: 117825024B, recent allocation size: 4128B, recent allocation duration: 102.47ms, recent old gen allocation rate: 40286.25B/s, recent marking phase length: 214.05ms
[2024-10-12T11:36:46.860+0800] GC(341) Adaptive IHOP information (value update), threshold: 107391526B (94.13), internal target occupancy: 114085068B, occupancy: 117825024B, additional buffer size: 6291456B, predicted old gen allocation rate: 1289634.39B/s, predicted marking phase length: 311.78ms, prediction active: true
[2024-10-12T11:36:47.016+0800] GC(343) Basic information (value update), threshold: 113694670B (84.71), target occupancy: 134217728B, current occupancy: 121786368B, recent allocation size: 6192B, recent allocation duration: 152.47ms, recent old gen allocation rate: 40611.30B/s, recent marking phase length: 214.05ms
[2024-10-12T11:36:47.016+0800] GC(343) Adaptive IHOP information (value update), threshold: 113694670B (99.66), internal target occupancy: 114085068B, occupancy: 121786368B, additional buffer size: 0B, predicted old gen allocation rate: 1252147.49B/s, predicted marking phase length: 311.78ms, prediction active: true
[2024-10-12T11:36:47.079+0800] GC(344) Basic information (value update), threshold: 113698924B (84.71), target occupancy: 134217728B, current occupancy: 125520448B, recent allocation size: 39216B, recent allocation duration: 152.47ms, recent old gen allocation rate: 257204.92B/s, recent marking phase length: 214.21ms
[2024-10-12T11:36:47.079+0800] GC(344) Adaptive IHOP information (value update), threshold: 113698924B (99.66), internal target occupancy: 114085068B, occupancy: 125520448B, additional buffer size: 0B, predicted old gen allocation rate: 1252147.49B/s, predicted marking phase length: 308.39ms, prediction active: true
[2024-10-12T11:36:47.411+0800] GC(348) Basic information (value update), threshold: 105322082B (78.47), target occupancy: 134217728B, current occupancy: 83287248B, recent allocation size: 0B, recent allocation duration: 394.23ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 214.21ms
[2024-10-12T11:36:47.411+0800] GC(348) Adaptive IHOP information (value update), threshold: 105322082B (92.32), internal target occupancy: 114085068B, occupancy: 83287248B, additional buffer size: 8388608B, predicted old gen allocation rate: 1213995.65B/s, predicted marking phase length: 308.39ms, prediction active: true
[2024-10-12T11:36:47.576+0800] GC(349) Basic information (value update), threshold: 107430061B (80.04), target occupancy: 134217728B, current occupancy: 89112784B, recent allocation size: 6192B, recent allocation duration: 164.05ms, recent old gen allocation rate: 37744.22B/s, recent marking phase length: 214.21ms
[2024-10-12T11:36:47.576+0800] GC(349) Adaptive IHOP information (value update), threshold: 107430061B (94.17), internal target occupancy: 114085068B, occupancy: 89112784B, additional buffer size: 6291456B, predicted old gen allocation rate: 1178886.59B/s, predicted marking phase length: 308.39ms, prediction active: true
[2024-10-12T11:36:47.680+0800] GC(350) Basic information (value update), threshold: 107440207B (80.05), target occupancy: 134217728B, current occupancy: 93074128B, recent allocation size: 6192B, recent allocation duration: 102.90ms, recent old gen allocation rate: 60173.23B/s, recent marking phase length: 214.21ms
[2024-10-12T11:36:47.681+0800] GC(350) Adaptive IHOP information (value update), threshold: 107440207B (94.18), internal target occupancy: 114085068B, occupancy: 93074128B, additional buffer size: 6291456B, predicted old gen allocation rate: 1145984.78B/s, predicted marking phase length: 308.39ms, prediction active: true
[2024-10-12T11:36:47.784+0800] GC(351) Basic information (value update), threshold: 107450024B (80.06), target occupancy: 134217728B, current occupancy: 97268432B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60446.79B/s, recent marking phase length: 214.21ms
[2024-10-12T11:36:47.784+0800] GC(351) Adaptive IHOP information (value update), threshold: 107450024B (94.18), internal target occupancy: 114085068B, occupancy: 97268432B, additional buffer size: 6291456B, predicted old gen allocation rate: 1114151.68B/s, predicted marking phase length: 308.39ms, prediction active: true
[2024-10-12T11:36:47.888+0800] GC(352) Basic information (value update), threshold: 107459532B (80.06), target occupancy: 134217728B, current occupancy: 101928656B, recent allocation size: 6192B, recent allocation duration: 102.96ms, recent old gen allocation rate: 60141.89B/s, recent marking phase length: 214.21ms
[2024-10-12T11:36:47.888+0800] GC(352) Adaptive IHOP information (value update), threshold: 107459532B (94.19), internal target occupancy: 114085068B, occupancy: 101928656B, additional buffer size: 6291456B, predicted old gen allocation rate: 1083321.79B/s, predicted marking phase length: 308.39ms, prediction active: true
[2024-10-12T11:36:48.043+0800] GC(354) Basic information (value update), threshold: 113760476B (84.76), target occupancy: 134217728B, current occupancy: 105657040B, recent allocation size: 6192B, recent allocation duration: 151.92ms, recent old gen allocation rate: 40758.82B/s, recent marking phase length: 214.21ms
[2024-10-12T11:36:48.043+0800] GC(354) Adaptive IHOP information (value update), threshold: 113760476B (99.72), internal target occupancy: 114085068B, occupancy: 105657040B, additional buffer size: 0B, predicted old gen allocation rate: 1052554.18B/s, predicted marking phase length: 308.39ms, prediction active: true
[2024-10-12T11:36:48.149+0800] GC(355) Basic information (value update), threshold: 113762177B (84.76), target occupancy: 134217728B, current occupancy: 116841640B, recent allocation size: 4268608B, recent allocation duration: 151.92ms, recent old gen allocation rate: 28098095.38B/s, recent marking phase length: 254.89ms
[2024-10-12T11:36:48.149+0800] GC(355) Adaptive IHOP information (value update), threshold: 113762177B (99.72), internal target occupancy: 114085068B, occupancy: 116841640B, additional buffer size: 0B, predicted old gen allocation rate: 1052554.18B/s, predicted marking phase length: 306.77ms, prediction active: true
[2024-10-12T11:36:48.501+0800] GC(359) Basic information (value update), threshold: 107480445B (80.08), target occupancy: 134217728B, current occupancy: 83287368B, recent allocation size: 0B, recent allocation duration: 456.27ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.89ms
[2024-10-12T11:36:48.501+0800] GC(359) Adaptive IHOP information (value update), threshold: 107480445B (94.21), internal target occupancy: 114085068B, occupancy: 83287368B, additional buffer size: 6291456B, predicted old gen allocation rate: 1020858.04B/s, predicted marking phase length: 306.77ms, prediction active: true
[2024-10-12T11:36:48.605+0800] GC(360) Basic information (value update), threshold: 106705362B (79.50), target occupancy: 134217728B, current occupancy: 90044744B, recent allocation size: 2103344B, recent allocation duration: 103.39ms, recent old gen allocation rate: 20343550.14B/s, recent marking phase length: 254.89ms
[2024-10-12T11:36:48.605+0800] GC(360) Adaptive IHOP information (value update), threshold: 106705362B (93.53), internal target occupancy: 114085068B, occupancy: 90044744B, additional buffer size: 6291456B, predicted old gen allocation rate: 3547457.33B/s, predicted marking phase length: 306.77ms, prediction active: true
[2024-10-12T11:36:48.709+0800] GC(361) Basic information (value update), threshold: 106740118B (79.53), target occupancy: 134217728B, current occupancy: 94474056B, recent allocation size: 6192B, recent allocation duration: 102.40ms, recent old gen allocation rate: 60470.18B/s, recent marking phase length: 254.89ms
[2024-10-12T11:36:48.709+0800] GC(361) Adaptive IHOP information (value update), threshold: 106740118B (93.56), internal target occupancy: 114085068B, occupancy: 94474056B, additional buffer size: 6291456B, predicted old gen allocation rate: 3434160.30B/s, predicted marking phase length: 306.77ms, prediction active: true
[2024-10-12T11:36:48.813+0800] GC(362) Basic information (value update), threshold: 106773642B (79.55), target occupancy: 134217728B, current occupancy: 98433352B, recent allocation size: 6192B, recent allocation duration: 102.87ms, recent old gen allocation rate: 60193.56B/s, recent marking phase length: 254.89ms
[2024-10-12T11:36:48.813+0800] GC(362) Adaptive IHOP information (value update), threshold: 106773642B (93.59), internal target occupancy: 114085068B, occupancy: 98433352B, additional buffer size: 6291456B, predicted old gen allocation rate: 3324881.69B/s, predicted marking phase length: 306.77ms, prediction active: true
[2024-10-12T11:36:48.967+0800] GC(364) Basic information (value update), threshold: 113097695B (84.26), target occupancy: 134217728B, current occupancy: 100996424B, recent allocation size: 6192B, recent allocation duration: 151.77ms, recent old gen allocation rate: 40797.30B/s, recent marking phase length: 254.89ms
[2024-10-12T11:36:48.967+0800] GC(364) Adaptive IHOP information (value update), threshold: 113097695B (99.13), internal target occupancy: 114085068B, occupancy: 100996424B, additional buffer size: 0B, predicted old gen allocation rate: 3218622.76B/s, predicted marking phase length: 306.77ms, prediction active: true
[2024-10-12T11:36:49.072+0800] GC(365) Basic information (value update), threshold: 113102757B (84.27), target occupancy: 134217728B, current occupancy: 97724864B, recent allocation size: 24768B, recent allocation duration: 151.77ms, recent old gen allocation rate: 163189.21B/s, recent marking phase length: 254.68ms
[2024-10-12T11:36:49.072+0800] GC(365) Adaptive IHOP information (value update), threshold: 113102757B (99.14), internal target occupancy: 114085068B, occupancy: 97724864B, additional buffer size: 0B, predicted old gen allocation rate: 3218622.76B/s, predicted marking phase length: 305.20ms, prediction active: true
[2024-10-12T11:36:49.598+0800] GC(370) Basic information (value update), threshold: 106842588B (79.60), target occupancy: 134217728B, current occupancy: 104789960B, recent allocation size: 4128B, recent allocation duration: 102.43ms, recent old gen allocation rate: 40299.97B/s, recent marking phase length: 254.68ms
[2024-10-12T11:36:49.598+0800] GC(370) Adaptive IHOP information (value update), threshold: 106842588B (93.65), internal target occupancy: 114085068B, occupancy: 104789960B, additional buffer size: 6291456B, predicted old gen allocation rate: 3116109.41B/s, predicted marking phase length: 305.20ms, prediction active: true
[2024-10-12T11:36:49.702+0800] GC(371) Basic information (value update), threshold: 106872770B (79.63), target occupancy: 134217728B, current occupancy: 109217224B, recent allocation size: 4128B, recent allocation duration: 102.78ms, recent old gen allocation rate: 40161.89B/s, recent marking phase length: 254.68ms
[2024-10-12T11:36:49.702+0800] GC(371) Adaptive IHOP information (value update), threshold: 106872770B (93.68), internal target occupancy: 114085068B, occupancy: 109217224B, additional buffer size: 6291456B, predicted old gen allocation rate: 3017215.31B/s, predicted marking phase length: 305.20ms, prediction active: true
[2024-10-12T11:36:49.805+0800] GC(372) Basic information (value update), threshold: 106901886B (79.65), target occupancy: 134217728B, current occupancy: 113412040B, recent allocation size: 4128B, recent allocation duration: 102.47ms, recent old gen allocation rate: 40284.08B/s, recent marking phase length: 254.68ms
[2024-10-12T11:36:49.805+0800] GC(372) Adaptive IHOP information (value update), threshold: 106901886B (93.70), internal target occupancy: 114085068B, occupancy: 113412040B, additional buffer size: 6291456B, predicted old gen allocation rate: 2921814.66B/s, predicted marking phase length: 305.20ms, prediction active: true
[2024-10-12T11:36:49.961+0800] GC(374) Basic information (value update), threshold: 113221429B (84.36), target occupancy: 134217728B, current occupancy: 117141960B, recent allocation size: 6192B, recent allocation duration: 152.52ms, recent old gen allocation rate: 40599.14B/s, recent marking phase length: 254.68ms
[2024-10-12T11:36:49.961+0800] GC(374) Adaptive IHOP information (value update), threshold: 113221429B (99.24), internal target occupancy: 114085068B, occupancy: 117141960B, additional buffer size: 0B, predicted old gen allocation rate: 2829783.50B/s, predicted marking phase length: 305.20ms, prediction active: true
[2024-10-12T11:36:50.024+0800] GC(375) Basic information (value update), threshold: 113230390B (84.36), target occupancy: 134217728B, current occupancy: 108744616B, recent allocation size: 82560B, recent allocation duration: 152.52ms, recent old gen allocation rate: 541321.85B/s, recent marking phase length: 214.26ms
[2024-10-12T11:36:50.024+0800] GC(375) Adaptive IHOP information (value update), threshold: 113230390B (99.25), internal target occupancy: 114085068B, occupancy: 108744616B, additional buffer size: 0B, predicted old gen allocation rate: 2829783.50B/s, predicted marking phase length: 302.03ms, prediction active: true
[2024-10-12T11:36:50.656+0800] GC(381) Basic information (value update), threshold: 106965759B (79.70), target occupancy: 134217728B, current occupancy: 109203728B, recent allocation size: 4128B, recent allocation duration: 102.35ms, recent old gen allocation rate: 40332.97B/s, recent marking phase length: 214.26ms
[2024-10-12T11:36:50.656+0800] GC(381) Adaptive IHOP information (value update), threshold: 106965759B (93.76), internal target occupancy: 114085068B, occupancy: 109203728B, additional buffer size: 6291456B, predicted old gen allocation rate: 2740967.93B/s, predicted marking phase length: 302.03ms, prediction active: true
[2024-10-12T11:36:50.719+0800] GC(382) Basic information (value update), threshold: 106990828B (79.71), target occupancy: 134217728B, current occupancy: 111999760B, recent allocation size: 6192B, recent allocation duration: 61.79ms, recent old gen allocation rate: 100216.27B/s, recent marking phase length: 214.26ms
[2024-10-12T11:36:50.719+0800] GC(382) Adaptive IHOP information (value update), threshold: 106990828B (93.78), internal target occupancy: 114085068B, occupancy: 111999760B, additional buffer size: 6291456B, predicted old gen allocation rate: 2657967.54B/s, predicted marking phase length: 302.03ms, prediction active: true
[2024-10-12T11:36:50.895+0800] GC(384) Basic information (value update), threshold: 113307531B (84.42), target occupancy: 134217728B, current occupancy: 115961104B, recent allocation size: 2101280B, recent allocation duration: 173.10ms, recent old gen allocation rate: 12139135.45B/s, recent marking phase length: 214.26ms
[2024-10-12T11:36:50.895+0800] GC(384) Adaptive IHOP information (value update), threshold: 113307531B (99.32), internal target occupancy: 114085068B, occupancy: 115961104B, additional buffer size: 0B, predicted old gen allocation rate: 2574374.77B/s, predicted marking phase length: 302.03ms, prediction active: true
[2024-10-12T11:36:51.000+0800] GC(385) Basic information (value update), threshold: 113308301B (84.42), target occupancy: 134217728B, current occupancy: 108969984B, recent allocation size: 53664B, recent allocation duration: 173.10ms, recent old gen allocation rate: 310017.97B/s, recent marking phase length: 276.03ms
[2024-10-12T11:36:51.000+0800] GC(385) Adaptive IHOP information (value update), threshold: 113308301B (99.32), internal target occupancy: 114085068B, occupancy: 108969984B, additional buffer size: 0B, predicted old gen allocation rate: 2574374.77B/s, predicted marking phase length: 301.73ms, prediction active: true
[2024-10-12T11:36:51.421+0800] GC(389) Basic information (value update), threshold: 107040691B (79.75), target occupancy: 134217728B, current occupancy: 107339264B, recent allocation size: 6192B, recent allocation duration: 102.88ms, recent old gen allocation rate: 60185.54B/s, recent marking phase length: 276.03ms
[2024-10-12T11:36:51.421+0800] GC(389) Adaptive IHOP information (value update), threshold: 107040691B (93.83), internal target occupancy: 114085068B, occupancy: 107339264B, additional buffer size: 6291456B, predicted old gen allocation rate: 2495342.77B/s, predicted marking phase length: 301.73ms, prediction active: true
[2024-10-12T11:36:51.524+0800] GC(390) Basic information (value update), threshold: 107063986B (79.77), target occupancy: 134217728B, current occupancy: 111533568B, recent allocation size: 4128B, recent allocation duration: 102.41ms, recent old gen allocation rate: 40307.51B/s, recent marking phase length: 276.03ms
[2024-10-12T11:36:51.524+0800] GC(390) Adaptive IHOP information (value update), threshold: 107063986B (93.85), internal target occupancy: 114085068B, occupancy: 111533568B, additional buffer size: 6291456B, predicted old gen allocation rate: 2418137.41B/s, predicted marking phase length: 301.73ms, prediction active: true
[2024-10-12T11:36:51.629+0800] GC(391) Basic information (value update), threshold: 107086202B (79.79), target occupancy: 134217728B, current occupancy: 115031040B, recent allocation size: 6192B, recent allocation duration: 102.83ms, recent old gen allocation rate: 60214.35B/s, recent marking phase length: 276.03ms
[2024-10-12T11:36:51.629+0800] GC(391) Adaptive IHOP information (value update), threshold: 107086202B (93.87), internal target occupancy: 114085068B, occupancy: 115031040B, additional buffer size: 6291456B, predicted old gen allocation rate: 2344508.51B/s, predicted marking phase length: 301.73ms, prediction active: true
[2024-10-12T11:36:51.783+0800] GC(393) Basic information (value update), threshold: 113399380B (84.49), target occupancy: 134217728B, current occupancy: 116892672B, recent allocation size: 6192B, recent allocation duration: 151.89ms, recent old gen allocation rate: 40766.29B/s, recent marking phase length: 276.03ms
[2024-10-12T11:36:51.783+0800] GC(393) Adaptive IHOP information (value update), threshold: 113399380B (99.40), internal target occupancy: 114085068B, occupancy: 116892672B, additional buffer size: 0B, predicted old gen allocation rate: 2272517.97B/s, predicted marking phase length: 301.73ms, prediction active: true
[2024-10-12T11:36:51.888+0800] GC(394) Basic information (value update), threshold: 113402517B (84.49), target occupancy: 134217728B, current occupancy: 113164288B, recent allocation size: 2148752B, recent allocation duration: 151.89ms, recent old gen allocation rate: 14146743.99B/s, recent marking phase length: 254.92ms
[2024-10-12T11:36:51.888+0800] GC(394) Adaptive IHOP information (value update), threshold: 113402517B (99.40), internal target occupancy: 114085068B, occupancy: 113164288B, additional buffer size: 0B, predicted old gen allocation rate: 2272517.97B/s, predicted marking phase length: 300.35ms, prediction active: true
[2024-10-12T11:36:52.210+0800] GC(399) Basic information (value update), threshold: 106898575B (79.65), target occupancy: 134217728B, current occupancy: 130956896B, recent allocation size: 4194304B, recent allocation duration: 425.93ms, recent old gen allocation rate: 9847348.86B/s, recent marking phase length: 254.92ms
[2024-10-12T11:36:52.210+0800] GC(399) Adaptive IHOP information (value update), threshold: 106898575B (93.70), internal target occupancy: 114085068B, occupancy: 130956896B, additional buffer size: 6291456B, predicted old gen allocation rate: 2979978.12B/s, predicted marking phase length: 300.35ms, prediction active: true
[2024-10-12T11:36:52.456+0800] GC(402) Basic information (value update), threshold: 104830964B (78.11), target occupancy: 134217728B, current occupancy: 82621632B, recent allocation size: 0B, recent allocation duration: 670.83ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 254.92ms
[2024-10-12T11:36:52.456+0800] GC(402) Adaptive IHOP information (value update), threshold: 104830964B (91.89), internal target occupancy: 114085068B, occupancy: 82621632B, additional buffer size: 8388608B, predicted old gen allocation rate: 2881622.48B/s, predicted marking phase length: 300.35ms, prediction active: true
[2024-10-12T11:36:52.621+0800] GC(403) Basic information (value update), threshold: 106956267B (79.69), target occupancy: 134217728B, current occupancy: 88913088B, recent allocation size: 4128B, recent allocation duration: 164.00ms, recent old gen allocation rate: 25171.18B/s, recent marking phase length: 254.92ms
[2024-10-12T11:36:52.621+0800] GC(403) Adaptive IHOP information (value update), threshold: 106956267B (93.75), internal target occupancy: 114085068B, occupancy: 88913088B, additional buffer size: 6291456B, predicted old gen allocation rate: 2787897.58B/s, predicted marking phase length: 300.35ms, prediction active: true
[2024-10-12T11:36:52.725+0800] GC(404) Basic information (value update), threshold: 106983210B (79.71), target occupancy: 134217728B, current occupancy: 93806784B, recent allocation size: 4128B, recent allocation duration: 102.56ms, recent old gen allocation rate: 40251.10B/s, recent marking phase length: 254.92ms
[2024-10-12T11:36:52.725+0800] GC(404) Adaptive IHOP information (value update), threshold: 106983210B (93.77), internal target occupancy: 114085068B, occupancy: 93806784B, additional buffer size: 6291456B, predicted old gen allocation rate: 2698190.24B/s, predicted marking phase length: 300.35ms, prediction active: true
[2024-10-12T11:36:52.829+0800] GC(405) Basic information (value update), threshold: 107009193B (79.73), target occupancy: 134217728B, current occupancy: 98001088B, recent allocation size: 4128B, recent allocation duration: 102.87ms, recent old gen allocation rate: 40128.80B/s, recent marking phase length: 254.92ms
[2024-10-12T11:36:52.829+0800] GC(405) Adaptive IHOP information (value update), threshold: 107009193B (93.80), internal target occupancy: 114085068B, occupancy: 98001088B, additional buffer size: 6291456B, predicted old gen allocation rate: 2611680.79B/s, predicted marking phase length: 300.35ms, prediction active: true
[2024-10-12T11:36:52.932+0800] GC(406) Basic information (value update), threshold: 107033981B (79.75), target occupancy: 134217728B, current occupancy: 102195392B, recent allocation size: 6192B, recent allocation duration: 102.33ms, recent old gen allocation rate: 60507.80B/s, recent marking phase length: 254.92ms
[2024-10-12T11:36:52.932+0800] GC(406) Adaptive IHOP information (value update), threshold: 107033981B (93.82), internal target occupancy: 114085068B, occupancy: 102195392B, additional buffer size: 6291456B, predicted old gen allocation rate: 2529152.36B/s, predicted marking phase length: 300.35ms, prediction active: true
[2024-10-12T11:36:53.088+0800] GC(408) Basic information (value update), threshold: 113349611B (84.45), target occupancy: 134217728B, current occupancy: 106389696B, recent allocation size: 2103344B, recent allocation duration: 152.61ms, recent old gen allocation rate: 13782389.26B/s, recent marking phase length: 254.92ms
[2024-10-12T11:36:53.088+0800] GC(408) Adaptive IHOP information (value update), threshold: 113349611B (99.36), internal target occupancy: 114085068B, occupancy: 106389696B, additional buffer size: 0B, predicted old gen allocation rate: 2448666.88B/s, predicted marking phase length: 300.35ms, prediction active: true
[2024-10-12T11:36:53.151+0800] GC(409) Basic information (value update), threshold: 113356944B (84.46), target occupancy: 134217728B, current occupancy: 99102440B, recent allocation size: 51600B, recent allocation duration: 152.61ms, recent old gen allocation rate: 338114.59B/s, recent marking phase length: 214.34ms
[2024-10-12T11:36:53.151+0800] GC(409) Adaptive IHOP information (value update), threshold: 113356944B (99.36), internal target occupancy: 114085068B, occupancy: 99102440B, additional buffer size: 0B, predicted old gen allocation rate: 2448666.88B/s, predicted marking phase length: 297.36ms, prediction active: true
[2024-10-12T11:36:53.573+0800] GC(413) Basic information (value update), threshold: 107088310B (79.79), target occupancy: 134217728B, current occupancy: 101192256B, recent allocation size: 6192B, recent allocation duration: 102.42ms, recent old gen allocation rate: 60457.61B/s, recent marking phase length: 214.34ms
[2024-10-12T11:36:53.573+0800] GC(413) Adaptive IHOP information (value update), threshold: 107088310B (93.87), internal target occupancy: 114085068B, occupancy: 101192256B, additional buffer size: 6291456B, predicted old gen allocation rate: 2371917.84B/s, predicted marking phase length: 297.36ms, prediction active: true
[2024-10-12T11:36:53.677+0800] GC(414) Basic information (value update), threshold: 107110330B (79.80), target occupancy: 134217728B, current occupancy: 105151552B, recent allocation size: 6192B, recent allocation duration: 102.80ms, recent old gen allocation rate: 60232.05B/s, recent marking phase length: 214.34ms
[2024-10-12T11:36:53.677+0800] GC(414) Adaptive IHOP information (value update), threshold: 107110330B (93.89), internal target occupancy: 114085068B, occupancy: 105151552B, additional buffer size: 6291456B, predicted old gen allocation rate: 2297864.64B/s, predicted marking phase length: 297.36ms, prediction active: true
[2024-10-12T11:36:53.780+0800] GC(415) Basic information (value update), threshold: 107131572B (79.82), target occupancy: 134217728B, current occupancy: 109112896B, recent allocation size: 6192B, recent allocation duration: 102.39ms, recent old gen allocation rate: 60475.66B/s, recent marking phase length: 214.34ms
[2024-10-12T11:36:53.780+0800] GC(415) Adaptive IHOP information (value update), threshold: 107131572B (93.90), internal target occupancy: 114085068B, occupancy: 109112896B, additional buffer size: 6291456B, predicted old gen allocation rate: 2226426.04B/s, predicted marking phase length: 297.36ms, prediction active: true
[2024-10-12T11:36:53.884+0800] GC(416) Basic information (value update), threshold: 107152073B (79.83), target occupancy: 134217728B, current occupancy: 113307200B, recent allocation size: 6192B, recent allocation duration: 102.75ms, recent old gen allocation rate: 60264.57B/s, recent marking phase length: 214.34ms
[2024-10-12T11:36:53.884+0800] GC(416) Adaptive IHOP information (value update), threshold: 107152073B (93.92), internal target occupancy: 114085068B, occupancy: 113307200B, additional buffer size: 6291456B, predicted old gen allocation rate: 2157482.46B/s, predicted marking phase length: 297.36ms, prediction active: true
[2024-10-12T11:36:54.039+0800] GC(418) Basic information (value update), threshold: 113463574B (84.54), target occupancy: 134217728B, current occupancy: 117268544B, recent allocation size: 6192B, recent allocation duration: 151.94ms, recent old gen allocation rate: 40752.58B/s, recent marking phase length: 214.34ms
[2024-10-12T11:36:54.039+0800] GC(418) Adaptive IHOP information (value update), threshold: 113463574B (99.46), internal target occupancy: 114085068B, occupancy: 117268544B, additional buffer size: 0B, predicted old gen allocation rate: 2090071.13B/s, predicted marking phase length: 297.36ms, prediction active: true
[2024-10-12T11:36:54.103+0800] GC(419) Basic information (value update), threshold: 113469636B (84.54), target occupancy: 134217728B, current occupancy: 109583472B, recent allocation size: 37152B, recent allocation duration: 151.94ms, recent old gen allocation rate: 244515.50B/s, recent marking phase length: 214.06ms
[2024-10-12T11:36:54.103+0800] GC(419) Adaptive IHOP information (value update), threshold: 113469636B (99.46), internal target occupancy: 114085068B, occupancy: 109583472B, additional buffer size: 0B, predicted old gen allocation rate: 2090071.13B/s, predicted marking phase length: 294.46ms, prediction active: true
[2024-10-12T11:36:54.630+0800] GC(424) Basic information (value update), threshold: 107197074B (79.87), target occupancy: 134217728B, current occupancy: 107106320B, recent allocation size: 6192B, recent allocation duration: 102.46ms, recent old gen allocation rate: 60430.97B/s, recent marking phase length: 214.06ms
[2024-10-12T11:36:54.630+0800] GC(424) Adaptive IHOP information (value update), threshold: 107197074B (93.96), internal target occupancy: 114085068B, occupancy: 107106320B, additional buffer size: 6291456B, predicted old gen allocation rate: 2025905.65B/s, predicted marking phase length: 294.46ms, prediction active: true
[2024-10-12T11:36:54.734+0800] GC(425) Basic information (value update), threshold: 107215313B (79.88), target occupancy: 134217728B, current occupancy: 111300624B, recent allocation size: 6192B, recent allocation duration: 102.70ms, recent old gen allocation rate: 60291.35B/s, recent marking phase length: 214.06ms
[2024-10-12T11:36:54.734+0800] GC(425) Adaptive IHOP information (value update), threshold: 107215313B (93.98), internal target occupancy: 114085068B, occupancy: 111300624B, additional buffer size: 6291456B, predicted old gen allocation rate: 1963963.00B/s, predicted marking phase length: 294.46ms, prediction active: true
[2024-10-12T11:36:54.838+0800] GC(426) Basic information (value update), threshold: 107232919B (79.89), target occupancy: 134217728B, current occupancy: 115494928B, recent allocation size: 6192B, recent allocation duration: 102.46ms, recent old gen allocation rate: 60435.21B/s, recent marking phase length: 214.06ms
[2024-10-12T11:36:54.838+0800] GC(426) Adaptive IHOP information (value update), threshold: 107232919B (93.99), internal target occupancy: 114085068B, occupancy: 115494928B, additional buffer size: 6291456B, predicted old gen allocation rate: 1904172.27B/s, predicted marking phase length: 294.46ms, prediction active: true
[2024-10-12T11:36:54.992+0800] GC(428) Basic information (value update), threshold: 113541638B (84.60), target occupancy: 134217728B, current occupancy: 116659728B, recent allocation size: 6192B, recent allocation duration: 152.28ms, recent old gen allocation rate: 40661.78B/s, recent marking phase length: 214.06ms
[2024-10-12T11:36:54.993+0800] GC(428) Adaptive IHOP information (value update), threshold: 113541638B (99.52), internal target occupancy: 114085068B, occupancy: 116659728B, additional buffer size: 0B, predicted old gen allocation rate: 1845546.47B/s, predicted marking phase length: 294.46ms, prediction active: true
[2024-10-12T11:36:55.097+0800] GC(429) Basic information (value update), threshold: 113543648B (84.60), target occupancy: 134217728B, current occupancy: 108748288B, recent allocation size: 125904B, recent allocation duration: 152.28ms, recent old gen allocation rate: 826789.47B/s, recent marking phase length: 254.69ms
[2024-10-12T11:36:55.097+0800] GC(429) Adaptive IHOP information (value update), threshold: 113543648B (99.53), internal target occupancy: 114085068B, occupancy: 108748288B, additional buffer size: 0B, predicted old gen allocation rate: 1845546.47B/s, predicted marking phase length: 293.37ms, prediction active: true
[2024-10-12T11:36:55.624+0800] GC(434) Basic information (value update), threshold: 107268803B (79.92), target occupancy: 134217728B, current occupancy: 105708032B, recent allocation size: 4128B, recent allocation duration: 102.80ms, recent old gen allocation rate: 40156.42B/s, recent marking phase length: 254.69ms
[2024-10-12T11:36:55.624+0800] GC(434) Adaptive IHOP information (value update), threshold: 107268803B (94.03), internal target occupancy: 114085068B, occupancy: 105708032B, additional buffer size: 6291456B, predicted old gen allocation rate: 1788924.88B/s, predicted marking phase length: 293.37ms, prediction active: true
[2024-10-12T11:36:55.728+0800] GC(435) Basic information (value update), threshold: 107284569B (79.93), target occupancy: 134217728B, current occupancy: 109436416B, recent allocation size: 6192B, recent allocation duration: 102.44ms, recent old gen allocation rate: 60445.33B/s, recent marking phase length: 254.69ms
